# ECIMS Inventory v3
RESISTOR|RES0001|10R SMD 0402|100|20|0.005000|Passives/Resistors/SMD|||0402|2|10.00|1.00|0.063|0402
RESISTOR|RES0002|100R SMD 0603|100|20|0.010000|Passives/Resistors/SMD|||0603|2|100.00|1.00|0.100|0603
RESISTOR|RES0003|1k SMD 0805|500|50|0.015000|Passives/Resistors/SMD|||0805|2|1000.00|1.00|0.125|0805
RESISTOR|RES0004|10k SMD 1206|500|50|0.020000|Passives/Resistors/SMD|||1206|2|10000.00|1.00|0.250|1206
RESISTOR|RES0005|100k SMD 1210|200|20|0.030000|Passives/Resistors/SMD|||1210|2|100000.00|1.00|0.500|1210
RESISTOR|RES0006|10R THT 1/4W|100|20|0.020000|Passives/Resistors/THT|||Axial|2|10.00|1.00|0.250|Axial
RESISTOR|RES0007|100R THT 1/4W|200|20|0.020000|Passives/Resistors/THT|||Axial|2|100.00|1.00|0.250|Axial
RESISTOR|RES0008|1k THT 1/4W|300|50|0.020000|Passives/Resistors/THT|||Axial|2|1000.00|1.00|0.250|Axial
RESISTOR|RES0009|10k THT 1/4W|300|50|0.020000|Passives/Resistors/THT|||Axial|2|10000.00|1.00|0.250|Axial
RESISTOR|RES0010|100k THT 1/4W|100|20|0.020000|Passives/Resistors/THT|||Axial|2|100000.00|1.00|0.250|Axial
CAPACITOR|CAP0001|10pF Ceramic|100|20|0.020000|Passives/Capacitors/Ceramic|||Disc|2|0.000000000010|ceramic|50.0|125.0|Disc
CAPACITOR|CAP0002|100pF Ceramic|100|20|0.020000|Passives/Capacitors/Ceramic|||Disc|2|0.000000000100|ceramic|50.0|125.0|Disc
CAPACITOR|CAP0003|1nF Ceramic|200|20|0.020000|Passives/Capacitors/Ceramic|||Disc|2|0.000000001000|ceramic|50.0|125.0|Disc
CAPACITOR|CAP0004|10nF Ceramic|200|20|0.020000|Passives/Capacitors/Ceramic|||Disc|2|0.000000010000|ceramic|50.0|125.0|Disc
CAPACITOR|CAP0005|100nF Ceramic|500|50|0.020000|Passives/Capacitors/Ceramic|||Disc|2|0.000000100000|ceramic|50.0|125.0|Disc
CAPACITOR|CAP0006|1uF Electro|100|20|0.050000|Passives/Capacitors/Electrolytic|||Radial|2|0.000001|electrolytic|50.0|105.0|Radial
CAPACITOR|CAP0007|10uF Electro|100|20|0.060000|Passives/Capacitors/Electrolytic|||Radial|2|0.000010|electrolytic|25.0|105.0|Radial
CAPACITOR|CAP0008|47uF Electro|100|20|0.080000|Passives/Capacitors/Electrolytic|||Radial|2|0.000047|electrolytic|25.0|105.0|Radial
CAPACITOR|CAP0009|100uF Electro|100|20|0.100000|Passives/Capacitors/Electrolytic|||Radial|2|0.000100|electrolytic|16.0|105.0|Radial
CAPACITOR|CAP0010|470uF Electro|50|10|0.150000|Passives/Capacitors/Electrolytic|||Radial|2|0.000470|electrolytic|16.0|105.0|Radial
CAPACITOR|CAP0011|1uF Tantalum|50|10|0.250000|Passives/Capacitors/Tantalum|||Case-A|2|0.000001|tantalum|16.0|125.0|Case-A
CAPACITOR|CAP0012|2.2uF Tantalum|50|10|0.280000|Passives/Capacitors/Tantalum|||Case-A|2|0.000002|tantalum|16.0|125.0|Case-A
CAPACITOR|CAP0013|4.7uF Tantalum|50|10|0.300000|Passives/Capacitors/Tantalum|||Case-B|2|0.000004|tantalum|16.0|125.0|Case-B
CAPACITOR|CAP0014|10uF Tantalum|50|10|0.350000|Passives/Capacitors/Tantalum|||Case-B|2|0.000010|tantalum|16.0|125.0|Case-B
CAPACITOR|CAP0015|22uF Tantalum|30|5|0.450000|Passives/Capacitors/Tantalum|||Case-C|2|0.000022|tantalum|16.0|125.0|Case-C
CAPACITOR|CAP0016|10nF Film|100|20|0.080000|Passives/Capacitors/Film|||Radial|2|0.00000001|film|63.0|85.0|Radial
CAPACITOR|CAP0017|47nF Film|100|20|0.100000|Passives/Capacitors/Film|||Radial|2|0.000000047|film|63.0|85.0|Radial
CAPACITOR|CAP0018|100nF Film|200|20|0.120000|Passives/Capacitors/Film|||Radial|2|0.000000100|film|63.0|85.0|Radial
CAPACITOR|CAP0019|470nF Film|50|10|0.180000|Passives/Capacitors/Film|||Radial|2|0.000000470|film|63.0|85.0|Radial
CAPACITOR|CAP0020|1uF Film|50|10|0.250000|Passives/Capacitors/Film|||Radial|2|0.000001000|film|63.0|85.0|Radial
INDUCTOR|IND0001|1uH SMD|50|10|0.150000|Passives/Inductors/SMD|||0805|2|0.000001|1.00|0.10|0805
INDUCTOR|IND0002|2.2uH SMD|50|10|0.180000|Passives/Inductors/SMD|||1206|2|0.0000022|1.50|0.15|1206
INDUCTOR|IND0003|4.7uH SMD|50|10|0.200000|Passives/Inductors/SMD|||1210|2|0.0000047|2.00|0.20|1210
INDUCTOR|IND0004|10uH SMD|100|20|0.250000|Passives/Inductors/SMD|||1210|2|0.000010|1.50|0.30|1210
INDUCTOR|IND0005|22uH SMD|50|10|0.280000|Passives/Inductors/SMD|||1210|2|0.000022|1.20|0.50|1210
INDUCTOR|IND0006|10uH THT|50|10|0.450000|Passives/Inductors/THT|||Radial|2|0.000010|2.00|0.10|Radial
INDUCTOR|IND0007|47uH THT|50|10|0.500000|Passives/Inductors/THT|||Radial|2|0.000047|1.50|0.25|Radial
INDUCTOR|IND0008|100uH THT|50|10|0.650000|Passives/Inductors/THT|||Radial|2|0.000100|1.00|0.50|Radial
INDUCTOR|IND0009|470uH THT|30|5|0.800000|Passives/Inductors/THT|||Radial|2|0.000470|0.80|1.20|Radial
INDUCTOR|IND0010|1mH THT|30|5|1.100000|Passives/Inductors/THT|||Radial|2|0.001000|0.50|2.50|Radial
ARBITRARY|ARB0001|Crystal 32.768kHz|50|10|0.150000|Passives/Crystals|||Cylinder|2|RTC Crystal|freq=32768|load=12.5pF
ARBITRARY|ARB0002|Crystal 8MHz|50|10|0.180000|Passives/Crystals|||HC-49|2|8MHz Crystal|freq=8000000|load=18pF
ARBITRARY|ARB0003|Crystal 12MHz|50|10|0.180000|Passives/Crystals|||HC-49|2|12MHz Crystal|freq=12000000|load=18pF
ARBITRARY|ARB0004|Crystal 16MHz|50|10|0.200000|Passives/Crystals|||HC-49|2|16MHz Crystal|freq=16000000|load=18pF
ARBITRARY|ARB0005|Crystal 24MHz|50|10|0.220000|Passives/Crystals|||HC-49|2|24MHz Crystal|freq=24000000|load=18pF
ARBITRARY|ARB0006|PTC Fuse 500mA|50|10|0.250000|Passives/Fuses|||Radial|2|Resettable PTC|rating=0.5A|trip=1.0A
ARBITRARY|ARB0007|PTC Fuse 1A|50|10|0.300000|Passives/Fuses|||Radial|2|Resettable PTC|rating=1.0A|trip=2.0A
ARBITRARY|ARB0008|Glass Fuse 2A|50|10|0.150000|Passives/Fuses|||5x20|2|Fast-Blow Glass|rating=2.0A|size=5x20mm
ARBITRARY|ARB0009|Glass Fuse 5A|50|10|0.150000|Passives/Fuses|||5x20|2|Fast-Blow Glass|rating=5.0A|size=5x20mm
ARBITRARY|ARB0010|Blade Fuse 10A|30|5|0.400000|Passives/Fuses|||ATC|2|Automotive Blade|rating=10.0A|type=ATC
ARBITRARY|ARB0011|Potentiometer 1k|20|5|0.850000|Passives/Potentiometers|||THT|3|Trimpot 3296W|res=1000|turns=25
ARBITRARY|ARB0012|Potentiometer 5k|20|5|0.850000|Passives/Potentiometers|||THT|3|Trimpot 3296W|res=5000|turns=25
ARBITRARY|ARB0013|Potentiometer 10k|30|5|0.850000|Passives/Potentiometers|||THT|3|Trimpot 3296W|res=10000|turns=25
ARBITRARY|ARB0014|Potentiometer 50k|20|5|0.850000|Passives/Potentiometers|||THT|3|Trimpot 3296W|res=50000|turns=25
ARBITRARY|ARB0015|Potentiometer 100k|20|5|0.850000|Passives/Potentiometers|||THT|3|Trimpot 3296W|res=100000|turns=25
MOSFET|MOS0001|2N7002|100|20|0.040000|Semiconductors/Transistors/MOSFET/N-Channel|||SOT-23|3|N-CH|60.0|3.0|0.115|5.0|SOT-23||
MOSFET|MOS0002|BSS138|100|20|0.050000|Semiconductors/Transistors/MOSFET/N-Channel|||SOT-23|3|N-CH|50.0|3.5|0.220|3.3|SOT-23||
MOSFET|MOS0003|IRFZ44N|50|10|0.650000|Semiconductors/Transistors/MOSFET/N-Channel|||TO-220|3|N-CH|55.0|0.017|49.0|10.0|TO-220||
MOSFET|MOS0004|IRLZ44N|50|10|0.700000|Semiconductors/Transistors/MOSFET/N-Channel|||TO-220|3|N-CH|55.0|0.022|47.0|5.0|TO-220||
MOSFET|MOS0005|IRLML2502|100|20|0.150000|Semiconductors/Transistors/MOSFET/N-Channel|||SOT-23|3|N-CH|20.0|0.045|4.2|2.5|SOT-23||
MOSFET|MOS0006|BSS84|100|20|0.060000|Semiconductors/Transistors/MOSFET/P-Channel|||SOT-23|3|P-CH|50.0|10.0|0.130|5.0|SOT-23||
MOSFET|MOS0007|IRLML6402|100|20|0.180000|Semiconductors/Transistors/MOSFET/P-Channel|||SOT-23|3|P-CH|20.0|0.065|3.7|2.5|SOT-23||
MOSFET|MOS0008|AO3401|100|20|0.120000|Semiconductors/Transistors/MOSFET/P-Channel|||SOT-23|3|P-CH|30.0|0.044|4.0|2.5|SOT-23||
MOSFET|MOS0009|FQP27P06|30|5|0.950000|Semiconductors/Transistors/MOSFET/P-Channel|||TO-220|3|P-CH|60.0|0.070|27.0|10.0|TO-220||
MOSFET|MOS0010|IRF9540N|30|5|0.900000|Semiconductors/Transistors/MOSFET/P-Channel|||TO-220|3|P-CH|100.0|0.117|23.0|10.0|TO-220||
BJT|BJT0001|2N3904|200|50|0.050000|Semiconductors/Transistors/BJT/NPN|||TO-92|3|NPN|100.0|40.0|0.200|TO-92|
BJT|BJT0002|BC547|200|50|0.050000|Semiconductors/Transistors/BJT/NPN|||TO-92|3|NPN|200.0|45.0|0.100|TO-92|
BJT|BJT0003|2N2222A|200|50|0.080000|Semiconductors/Transistors/BJT/NPN|||TO-92|3|NPN|100.0|40.0|0.600|TO-92|
BJT|BJT0004|TIP120|50|10|0.450000|Semiconductors/Transistors/BJT/NPN|||TO-220|3|NPN|1000.0|60.0|5.000|TO-220|
BJT|BJT0005|BD139|50|10|0.300000|Semiconductors/Transistors/BJT/NPN|||TO-126|3|NPN|40.0|80.0|1.500|TO-126|
BJT|BJT0006|2N3906|200|50|0.050000|Semiconductors/Transistors/BJT/PNP|||TO-92|3|PNP|100.0|40.0|0.200|TO-92|
BJT|BJT0007|BC557|200|50|0.050000|Semiconductors/Transistors/BJT/PNP|||TO-92|3|PNP|200.0|45.0|0.100|TO-92|
BJT|BJT0008|TIP125|50|10|0.450000|Semiconductors/Transistors/BJT/PNP|||TO-220|3|PNP|1000.0|60.0|5.000|TO-220|
BJT|BJT0009|BD140|50|10|0.300000|Semiconductors/Transistors/BJT/PNP|||TO-126|3|PNP|40.0|80.0|1.500|TO-126|
BJT|BJT0010|BC327|100|20|0.080000|Semiconductors/Transistors/BJT/PNP|||TO-92|3|PNP|100.0|45.0|0.800|TO-92|
ARBITRARY|ARB0016|FGA25N120|15|5|2.500000|Semiconductors/Transistors/IGBT|||TO-3P|3|1200V IGBT|I_c=25A|V_ce=1200V
ARBITRARY|ARB0017|IKW40N120H3|15|5|3.200000|Semiconductors/Transistors/IGBT|||TO-247|3|1200V High Speed IGBT|I_c=40A|V_ce=1200V
ARBITRARY|ARB0018|STGW40V120DF|10|2|4.100000|Semiconductors/Transistors/IGBT|||TO-247|3|1200V Trench IGBT|I_c=40A|V_ce=1200V
ARBITRARY|ARB0019|IRG4PC50W|15|5|2.800000|Semiconductors/Transistors/IGBT|||TO-247|3|600V Warp IGBT|I_c=55A|V_ce=600V
ARBITRARY|ARB0020|IXYH40N120C3|10|2|4.500000|Semiconductors/Transistors/IGBT|||TO-247|3|1200V GenX3 IGBT|I_c=40A|V_ce=1200V
ARBITRARY|ARB0021|J310|50|10|0.450000|Semiconductors/Transistors/JFET|||TO-92|3|N-Channel RF JFET|V_ds=25V|I_d=60mA
ARBITRARY|ARB0022|2N5457|50|10|0.400000|Semiconductors/Transistors/JFET|||TO-92|3|N-Channel JFET|V_ds=25V|I_d=5mA
ARBITRARY|ARB0023|2N5458|50|10|0.400000|Semiconductors/Transistors/JFET|||TO-92|3|N-Channel JFET|V_ds=25V|I_d=9mA
ARBITRARY|ARB0024|BF245A|30|5|0.550000|Semiconductors/Transistors/JFET|||TO-92|3|N-Channel RF JFET|V_ds=30V|I_d=6mA
ARBITRARY|ARB0025|J113|40|10|0.350000|Semiconductors/Transistors/JFET|||TO-92|3|N-Channel Chopper JFET|V_ds=35V|I_d=2mA
DIODE|DIO0001|1N4001|200|50|0.020000|Semiconductors/Diodes/Rectifier|||DO-41|2|1.00|50.0|rectifier|1.0|DO-41|
DIODE|DIO0002|1N4004|200|50|0.020000|Semiconductors/Diodes/Rectifier|||DO-41|2|1.00|400.0|rectifier|1.0|DO-41|
DIODE|DIO0003|1N4007|500|100|0.020000|Semiconductors/Diodes/Rectifier|||DO-41|2|1.00|1000.0|rectifier|1.0|DO-41|
DIODE|DIO0004|1N5408|100|20|0.080000|Semiconductors/Diodes/Rectifier|||DO-201AD|2|1.20|1000.0|rectifier|3.0|DO-201AD|
DIODE|DIO0005|M7|300|50|0.030000|Semiconductors/Diodes/Rectifier|||SMA|2|1.10|1000.0|rectifier|1.0|SMA|
DIODE|DIO0006|1N5817|100|20|0.060000|Semiconductors/Diodes/Schottky|||DO-41|2|0.45|20.0|schottky|1.0|DO-41|
DIODE|DIO0007|1N5819|200|20|0.060000|Semiconductors/Diodes/Schottky|||DO-41|2|0.60|40.0|schottky|1.0|DO-41|
DIODE|DIO0008|1N5822|100|20|0.150000|Semiconductors/Diodes/Schottky|||DO-201AD|2|0.52|40.0|schottky|3.0|DO-201AD|
DIODE|DIO0009|SS14|300|50|0.050000|Semiconductors/Diodes/Schottky|||SMA|2|0.50|40.0|schottky|1.0|SMA|
DIODE|DIO0010|SS34|200|50|0.100000|Semiconductors/Diodes/Schottky|||SMC|2|0.50|40.0|schottky|3.0|SMC|
DIODE|DIO0011|BZX55C3V3|100|20|0.050000|Semiconductors/Diodes/Zener|||DO-35|2|3.30|3.30|zener|0.2|DO-35|
DIODE|DIO0012|BZX55C5V1|100|20|0.050000|Semiconductors/Diodes/Zener|||DO-35|2|5.10|5.10|zener|0.2|DO-35|
DIODE|DIO0013|BZX55C9V1|100|20|0.050000|Semiconductors/Diodes/Zener|||DO-35|2|9.10|9.10|zener|0.2|DO-35|
DIODE|DIO0014|1N4742A|100|20|0.080000|Semiconductors/Diodes/Zener|||DO-41|2|12.00|12.00|zener|1.0|DO-41|
DIODE|DIO0015|1N4744A|100|20|0.080000|Semiconductors/Diodes/Zener|||DO-41|2|15.00|15.00|zener|1.0|DO-41|
DIODE|DIO0016|SMAJ5.0A|50|10|0.150000|Semiconductors/Diodes/TVS|||SMA|2|6.40|5.00|tvs|40.0|SMA|
DIODE|DIO0017|SMAJ12A|50|10|0.150000|Semiconductors/Diodes/TVS|||SMA|2|13.30|12.00|tvs|20.0|SMA|
DIODE|DIO0018|SMAJ24A|50|10|0.150000|Semiconductors/Diodes/TVS|||SMA|2|26.70|24.00|tvs|10.0|SMA|
DIODE|DIO0019|P6KE6.8A|50|10|0.200000|Semiconductors/Diodes/TVS|||DO-15|2|6.45|5.80|tvs|60.0|DO-15|
DIODE|DIO0020|P6KE36A|50|10|0.200000|Semiconductors/Diodes/TVS|||DO-15|2|34.20|30.80|tvs|12.0|DO-15|
DIODE|DIO0021|LED Red 5mm|200|50|0.040000|Semiconductors/Diodes/LED|||5mm|2|2.00|5.00|led|0.02|5mm|
DIODE|DIO0022|LED Green 5mm|200|50|0.040000|Semiconductors/Diodes/LED|||5mm|2|2.20|5.00|led|0.02|5mm|
DIODE|DIO0023|LED Blue 5mm|100|20|0.060000|Semiconductors/Diodes/LED|||5mm|2|3.20|5.00|led|0.02|5mm|
DIODE|DIO0024|LED Yellow 5mm|100|20|0.040000|Semiconductors/Diodes/LED|||5mm|2|2.10|5.00|led|0.02|5mm|
DIODE|DIO0025|LED White 5mm|100|20|0.060000|Semiconductors/Diodes/LED|||5mm|2|3.20|5.00|led|0.02|5mm|
IC|IC0001|LM7805CV|50|10|0.450000|Semiconductors/ICs/Power/LDO|||TO-220|3|Linear Regulator 5V|7.0|35.0|1.5|TO-220|
IC|IC0002|LM7812CV|40|10|0.450000|Semiconductors/ICs/Power/LDO|||TO-220|3|Linear Regulator 12V|14.0|35.0|1.5|TO-220|
IC|IC0003|AMS1117-3.3|100|20|0.150000|Semiconductors/ICs/Power/LDO|||SOT-223|3|LDO Regulator 3.3V|4.7|15.0|1.0|SOT-223|
IC|IC0004|AMS1117-5.0|100|20|0.150000|Semiconductors/ICs/Power/LDO|||SOT-223|3|LDO Regulator 5.0V|6.5|15.0|1.0|SOT-223|
IC|IC0005|LD33V|30|5|0.500000|Semiconductors/ICs/Power/LDO|||TO-220|3|LDO Regulator 3.3V|4.7|15.0|0.8|TO-220|
IC|IC0006|LM2596T-ADJ|20|5|1.500000|Semiconductors/ICs/Power/DCDC|||TO-220-5|5|Step-down Switcher|4.5|40.0|3.0|TO-220-5|
IC|IC0007|MC34063A|50|10|0.350000|Semiconductors/ICs/Power/DCDC|||DIP-8|8|Boost/Buck Switcher|3.0|40.0|1.5|DIP-8|
IC|IC0008|MT3608|100|20|0.250000|Semiconductors/ICs/Power/DCDC|||SOT-23-6|6|Boost Converter|2.0|24.0|2.0|SOT-23-6|
IC|IC0009|XL4015|20|5|1.200000|Semiconductors/ICs/Power/DCDC|||TO-263-5|5|5A Buck Converter|8.0|36.0|5.0|TO-263-5|
IC|IC0010|MP1584EN|30|5|0.800000|Semiconductors/ICs/Power/DCDC|||SOIC-8|8|3A Buck Converter|4.5|28.0|3.0|SOIC-8|
IC|IC0011|IR2110|20|5|1.800000|Semiconductors/ICs/Power/DriveGate|||DIP-14|14|High/Low Side Driver|10.0|20.0|2.0|DIP-14|
IC|IC0012|TC4420CPA|30|5|1.200000|Semiconductors/ICs/Power/DriveGate|||DIP-8|8|6A MOSFET Driver|4.5|18.0|6.0|DIP-8|
IC|IC0013|TC4429CPA|30|5|1.200000|Semiconductors/ICs/Power/DriveGate|||DIP-8|8|6A Inverting Driver|4.5|18.0|6.0|DIP-8|
IC|IC0014|IRS2092|15|5|2.500000|Semiconductors/ICs/Power/DriveGate|||DIP-16|16|Class D Audio Driver|10.0|18.0|1.2|DIP-16|
IC|IC0015|UCC27517|40|10|0.900000|Semiconductors/ICs/Power/DriveGate|||SOT-23-5|5|4A Low-Side Driver|4.5|18.0|4.0|SOT-23-5|
IC|IC0016|LM358P|50|10|0.200000|Semiconductors/ICs/OpAmps|||DIP-8|8|Dual Op-Amp|3.0|32.0|0.04|DIP-8|
IC|IC0017|LM324N|40|10|0.250000|Semiconductors/ICs/OpAmps|||DIP-14|14|Quad Op-Amp|3.0|32.0|0.04|DIP-14|
